date      Food   Beer   Smoke  Games  Books  Hshld  Clths  Hlth   Chems  Txtls  Cnstr  Steel  FabPr  ElcEq  Autos  Carry  Mines  Coal   Oil    Util   Telcm  Servs  BusEq  Paper  Trans  Whlsl  Rtail  Meals  Fin    Other
198811  -0.53  -0.05   1.76  -4.32  -3.92  -4.51  -5.16  -2.17  -2.64  -5.85  -2.15  -1.77  -0.42   1.37  -0.09  -3.09   1.62  -5.97  -0.23  -0.46   0.33  -2.90  -3.25  -2.01   0.97  -3.96  -2.67  -1.84  -2.62  -3.09
198812   3.02   0.56   8.41   5.19   3.03   3.08   5.60   1.82   4.91   7.78   3.81   4.02   2.94   1.79  -0.48  -0.27  -1.93   1.87   1.85   1.01   1.62   3.78   4.67   3.44   2.96   3.40   0.95   3.18  -0.11   2.42
198901   5.28   5.21   5.13   9.13   7.54   5.94   2.88   6.78  10.35   9.29   5.97  11.91   4.52   7.63   8.39   5.93   1.26  16.37   6.12   2.76   8.95   6.56   6.92   6.58   9.54   5.90   6.41   5.27   6.74   5.25
198902  -2.31   0.06  -0.70   1.36  -2.95  -1.30   1.06  -1.15  -2.16   6.10   0.75  -3.58  -1.51  -4.68  -4.53  -0.80   6.57  -0.82  -1.28  -1.82  -1.22  -2.26  -3.91  -2.96  -0.19  -2.34  -1.75  -1.85  -0.35  -0.57
198903   4.25   7.78  10.21   7.62   3.02   0.76   4.05   4.94   2.46   5.00   1.58  -1.93   1.92  -1.02  -2.59   3.88  -3.09   3.30   3.94   0.56   5.57  -1.06  -5.79   0.63  -1.38   1.78   3.17   3.06   4.70   2.42
198904   5.24   6.92   4.98   7.48   7.59   5.96   0.75   5.41   4.90   5.05   6.10   3.43   4.65   8.01  -0.47   4.45  -2.87   7.76   2.46   3.91   9.62   6.60   4.86   5.28   6.17   4.66   5.81   7.30   3.86   5.30
198905   4.85   8.89   7.48   6.18   2.22   2.43   4.10   3.41   0.87   2.74   3.70   1.16   5.27  11.32   1.42   2.43  -5.49  -0.53   2.71   5.35   5.79   5.72   2.11   2.81   2.50   3.31   5.55  10.36   4.10   5.84
198906   2.01  -1.45   0.26   4.46   5.46   1.73  -0.56  -2.72  -2.70  -1.10  -0.72  -3.80  -3.28  -4.50   0.61  -4.54   5.41  -0.43  -1.00   3.41  -0.03  -2.26  -2.93  -4.18  -0.26  -2.01  -2.30   1.54   0.86  -1.40
198907  12.80  16.66  14.32   8.66   6.41   7.36   9.43  13.90   6.60   7.45   9.88   6.60   6.90  11.36   4.27   7.27  -0.95   2.55   3.80   5.80   8.55   4.11   3.02   7.69   7.77   5.75  10.46   8.29   8.12  10.13
198908  -4.53  -4.17   2.60   2.13  -1.07   2.78   5.51   0.37   7.29   2.80   2.84   7.99   3.47  -0.31   8.01   3.12   7.11   8.45   3.48  -0.80   1.03   2.58   2.31   5.90  12.96   1.70   3.69  -0.63   1.94   2.63
198909  -0.77   1.49   0.83   2.20  -2.51  -3.65   4.96   2.41  -3.41  -3.07  -1.90  -2.54  -2.35  -1.47  -5.68  -0.83   3.72   0.68   1.37   0.48   3.82   1.58  -3.92  -3.94  -4.18  -2.09  -2.77  -0.32   2.10   3.96
198910  -3.19   1.69   1.97  -2.20  -7.39  -1.41  -5.48   0.39  -5.85  -6.19  -7.85  -9.16  -5.70  -2.73  -6.58  -4.78   0.06  -5.24   0.81   1.00  -2.06  -4.43  -5.06  -2.71  -9.76  -4.82  -4.39  -2.79  -4.00  -3.61
198911   3.61   3.78  -0.28   1.66  -0.77   1.07  -2.14   4.54   2.51   1.32   3.23   2.38   5.37   9.42  -1.91  -0.32  11.36   6.36   3.97   3.23   1.99  -1.86  -2.31   3.11   0.42   0.49   1.01   1.78  -0.48  -3.21
198912   3.45   1.58  -0.48  -6.89   0.49   2.41  -2.30   1.05   4.21   0.65   0.30   0.64   2.29   3.78  -2.38  -0.07   1.61   3.38   6.01   4.79   5.71   2.03  -1.50   3.62   3.21   2.81   0.58  -0.81  -2.44   5.41
199001 -10.20  -9.03  -8.65 -10.81  -9.41  -7.71  -9.16  -7.36  -7.59 -10.11  -5.97  -8.78  -3.44  -3.72  -3.40  -4.10   4.71  -3.03  -4.31  -5.35 -13.39  -5.92  -0.84  -7.56  -7.32  -7.62  -5.65 -12.17  -9.78  -8.38
199002  -0.35   0.51  -2.56   1.67  -0.01   0.17   2.68  -2.06   2.64   2.04   3.48   3.24   5.41   1.47   6.09   4.43  -0.38   7.21   3.08   0.21  -0.35   4.15   3.67   1.85   5.86   2.15   2.22  -0.08   2.32   1.30
199003   5.27   6.21   6.81   1.67  -0.66   4.17   8.20   3.85   1.44   2.12   3.86   6.28   3.96   3.95   3.57   8.30  -5.83   5.57  -0.60  -0.75   4.18   5.31   4.00   2.31   3.33   3.07   6.03  -0.40  -1.56   4.56
199004  -0.20   2.32   4.77   0.39  -6.55  -1.89  -0.92   0.29  -3.45  -2.63  -3.31  -7.05  -2.71  -0.43  -4.50  -5.55  -8.82  -9.08  -3.51  -5.51  -3.46  -3.07  -1.48  -2.72  -4.17  -2.18  -1.72  -5.35  -4.23   1.61
199005   8.84  15.91   1.12  13.13   9.53   9.78   8.23  12.77   7.34   3.92   9.61   7.31   6.10   9.98   8.04  10.66   7.74  13.16   5.99   5.43   9.38  11.64  11.89   5.89   4.88   9.08  11.97  13.26   9.26  10.64
199006   2.25   1.01   9.12  -3.71  -1.09   1.92  -1.90   4.43  -2.22  -4.82  -2.94  -1.45  -2.30   0.19  -2.92   0.37  -5.80  -6.66  -2.01   0.75  -4.71   2.92  -1.94  -0.15  -1.15   0.43   1.59   1.13  -1.85   1.35
199007   0.57   0.02   5.64  -7.87  -5.49  -1.83  -3.73   2.60   0.89  -1.32   2.50   5.64  -1.87   1.59  -2.68  -2.91  10.56   0.53   8.37   0.89  -4.58  -8.10  -6.38   1.33  -2.29  -3.91  -3.68  -7.28  -4.58  -2.60
199008  -7.12  -4.91  -3.09 -15.29  -9.42  -9.05 -17.16  -6.80 -12.90 -14.18 -13.09 -10.22 -13.53 -13.52 -14.67 -13.34  -6.67 -10.87  -1.20  -6.64 -10.74 -10.21 -12.20 -10.99 -13.10  -9.88 -12.81 -13.09 -11.01 -10.93
199009  -1.59  -6.63   0.93  -4.03  -6.59  -7.44 -12.22  -4.35  -6.66 -17.14  -9.02  -6.14  -9.80 -10.40 -11.07 -10.10  -1.75   3.18  -1.59   0.48   1.27  -8.46  -6.16  -7.19  -7.73  -4.96  -9.38 -12.35 -11.44  -8.49
199010   3.06   7.53   6.43  -1.30  -3.84   1.99  -7.61   1.42   0.56 -11.04  -6.76 -11.47  -9.42  -2.93  -2.73   2.57 -16.72  -9.52  -4.00   7.24   2.80  -2.31  -4.18  -0.18  -2.56  -3.63  -3.08  -3.70  -7.01  -2.95
199011   5.37   5.23   7.90  12.10  10.44   7.52  16.34   9.49  10.04   8.40   8.20   2.95  10.23   5.48   2.93   2.13  -1.87  -4.48   1.64   2.29   3.10  11.05  10.57   6.77   5.73   6.29  11.68   8.34  14.25   2.20
199012   4.68   2.35   5.36   2.84   6.05   3.36   8.68   2.78   3.49   8.27   3.16   8.01   4.33   5.74  -1.24   3.91  10.23   2.18  -2.01   0.80   1.74   5.06   4.06   6.77   5.30   4.86   2.86   5.01   5.46   6.34
199101   3.25   4.65   2.68   5.66   8.86   0.82  18.22   4.54   5.65  11.05   9.28   8.18   7.45  11.50   7.36   7.28  -9.26  -3.89  -2.04  -1.37   0.19  13.87  14.24   5.44  12.47   3.08  11.74   1.17   7.19  10.21
199102  11.89  10.84   7.68  10.96   3.57   6.27  14.54   9.87   6.12  12.10  11.84   6.64   7.97   6.84  10.45   1.75   7.94  13.22   8.50   4.84   3.42   6.88   6.01   5.25   5.45   8.59   7.67  15.71  10.79   4.79
199103   6.03   5.67   1.37  -1.56   1.21   4.19   3.98   5.42  -0.24   3.21  -0.35   0.51  -2.12   2.50  -0.56   0.32  -1.47  -3.94   1.34   1.71   2.33   6.18  -0.57   1.66  -1.84   3.26   9.34   9.75   5.86   0.42
199104  -0.86  -4.01  -3.47  -2.86   2.41  -1.40   1.57  -1.14   3.34   2.89  -0.95  -0.10  -2.61   1.27  -2.73  -0.99   0.37   6.12   2.45  -0.04   1.12  -1.31  -3.05   1.96   3.70   1.49   2.62  -1.83   1.69  -0.19
199105   2.87   3.86   3.94   3.95   4.40   3.96   1.06   4.65  10.03   4.46   6.77   4.21   8.96  10.03  15.98   6.16   2.22  -7.35  -1.38   0.15  -1.45   4.45   3.51   8.92   7.93   6.62   8.14   6.28   4.62   4.45
199106  -4.21  -5.74  -6.37  -4.33  -7.31  -7.48  -3.28  -4.18  -3.31   1.60  -6.74  -4.78  -6.78  -4.52  -2.74  -3.58   7.88   3.56  -3.68  -2.36  -1.90  -5.99  -9.10  -2.85  -5.08  -2.55  -4.41  -7.23  -5.29  -5.71
199107   5.31   9.10   7.43   4.30   2.06   4.84   4.98   8.46   4.92  10.30   4.29   4.51   1.67   0.18  -1.35   5.77  -0.32  -1.26   5.11   3.99   3.20   4.29   4.07  -0.05   5.79   5.74   5.65   1.21   5.68   2.18
199108   6.24   5.96   7.17  -0.22   1.91   4.38   9.28   2.88   0.74   0.45   2.55   0.89   0.54   2.14  -3.46   2.73  -6.19   3.71   1.70   3.52   0.83   5.54   1.28   1.03   1.41  -1.61   4.94   0.58   4.38   2.49
199109  -3.48  -4.61  -2.25  -0.30  -4.06   0.88   3.05  -0.36  -3.14   4.15  -4.72  -3.32  -3.47  -5.84  -2.32  -0.05   5.76  -0.38  -0.71   3.73   0.54   1.65  -2.10  -1.50  -0.11  -2.15  -4.25   2.00  -0.23  -3.23
199110  -1.12   2.09  -6.59   2.79   0.28   1.21  -4.17   6.63   1.79  -1.22  -2.27  -0.97  -0.06  -0.10  -2.37   3.22   1.23   4.84   2.04   1.23   2.10   6.04   0.22   4.09   7.16   2.69  -3.13   2.12   2.10   1.09
199111  -0.23   3.03  -3.26  -6.98  -4.70  -1.94  -2.92  -2.59  -5.88  -4.85  -4.51  -7.67  -9.21  -5.50  -8.77  -5.88   0.33 -10.95  -7.69   1.89  -4.93  -2.79  -5.02  -6.92  -8.64  -3.79  -0.53  -4.31  -5.16  -2.70
199112  15.17  15.41  14.35   8.00  12.20  11.95  16.01  16.54  10.28  13.33  16.14   7.07   9.57  18.28   6.00   9.96  -0.90   0.91   2.07   5.00   9.82  13.91   7.06   9.71  14.25  11.55  13.21  12.69  13.30  13.39
199201  -5.37  -3.06  -4.91  11.66   2.53   7.78   3.38  -5.55   1.04  10.09   4.52   3.22   4.86  -0.84  10.70   4.03   9.38  -9.37  -4.10  -4.58  -2.61   3.67   7.19   1.88  -1.22  -1.78  -0.28  10.27   0.79   2.65
199202  -0.75   1.50   0.35  10.42   5.65  -1.31   2.13  -2.64   2.80   8.33   1.30   7.01   4.69   3.20  14.37  -3.19   0.42   6.65  -0.56  -1.24  -1.21   2.91   4.43   3.04   5.08   3.12   2.91  -0.05   2.93   0.39
199203  -2.95   1.35  -4.37  -1.43  -0.98  -2.01  -4.37  -5.47   0.79   3.88  -3.63  -1.33  -2.13  -2.89   1.44  -0.83  -7.53  -4.86  -2.78  -0.53  -0.98  -4.56  -4.98  -0.13  -2.39  -0.56  -1.37  -1.48  -0.82  -8.14
199204  -1.38   1.90   7.66  -2.03   4.86   0.96  -5.25  -2.16   6.33   1.14   0.16   3.72   0.92   0.64  11.14   2.64  -3.96  -5.47   9.57   2.69   6.84  -3.79   0.15   3.69   2.87  -0.95  -4.58   2.96   0.88  -0.05
199205   0.88   3.62   0.39   2.04   0.03   0.30  -1.97   1.13  -0.88  -1.68   0.60   0.91  -0.44  -0.41  -1.88  -2.20   9.44  -0.36   3.20   2.53  -1.70   1.30  -0.71  -0.89  -0.25   1.55  -0.20   1.14   2.50  -5.07
199206  -0.08  -5.49  -9.85  -3.60  -3.21  -6.38  -4.41  -4.72  -4.66  -7.41  -5.72   1.96  -5.82   1.83   4.45  -4.84   9.08  -9.74  -3.47   0.54   1.23  -5.42  -2.85  -1.36  -3.98  -2.99  -1.81  -2.26   1.24  -4.45
199207   5.43   4.55   4.63   1.79   2.88   6.75   6.41   5.80   4.21   7.19   5.06  -0.19   2.96  -0.94  -0.76   2.96  -0.83   6.42   5.33   6.69   5.37   3.50   2.73  -0.94   0.78   3.94   4.29   0.56   3.62   5.65
199208   1.88   1.28  -0.20  -2.25  -1.06  -2.92  -1.04  -3.37  -4.78  -1.49  -0.02  -9.14  -3.45  -2.75 -10.92  -4.53  -4.54  -1.20   2.61  -0.49  -1.05  -2.12  -5.28  -3.23  -5.94  -2.32   0.06  -2.76  -3.22  -3.04
199209   2.76  -2.11   1.36   5.65  -0.52   3.38   5.78  -4.97   0.05   2.04   2.85  -0.43   2.47   6.52  -1.60  -2.20   0.01  13.17   0.08   0.83   1.81   3.77   2.43   1.00   4.10   2.65   4.31   5.86   3.38   5.01
199210  -2.71   2.04  -4.20   4.27   0.69   2.47   0.74   3.35   0.77   0.10   0.76   1.56  -1.85  -0.67   0.41   3.56  -4.78   0.02  -3.48  -0.43  -0.54   6.50   0.07   2.56   6.03   2.74   4.51   3.65   2.83   1.49
199211   3.71   0.70   1.97   7.76   7.09   4.46  10.55   4.83   2.18   5.79   2.15   6.99   3.71   8.02   8.23   1.29  -6.75 -10.49  -2.66  -0.24   4.29   5.03   6.64   4.13   5.43   6.65   7.04   8.66   6.49   6.78
199212  -0.90   2.90  -2.84   2.64  -0.55  -1.02  -1.20  -1.36   0.96   5.15  -0.18   3.98   0.97   3.22   3.23   8.70   4.17  -0.15   1.93   2.71   5.57   0.60   0.26  -0.32   1.32   3.11   0.20  -0.22   4.65   2.97
199301  -3.09   0.86  -5.75   6.28   2.93   2.29  -1.33  -6.84  -2.26   2.58   0.91   6.52   3.62   0.66   9.59  -3.62  -3.81  -3.66   2.78   2.45   1.16   2.76   5.17   0.67   2.91   2.25  -0.21   1.04   3.66   0.61
199302  -2.06  -2.35  -3.20  -4.39   0.04   3.37  -7.06  -8.96   0.98   3.46   6.13  -0.51   3.33  -2.31  -0.01   1.96   4.61  -1.92   5.98   6.21   5.72  -2.18   0.73   0.56   0.45  -1.71  -1.77  -0.03   0.97  -1.71
199303  -2.28   2.46  -0.89   4.07   1.22   1.04   5.05   0.74   2.14   2.94   1.65  -0.83   2.28   6.38   6.29   3.51  13.09  -1.90   4.13   1.76   3.26   2.99   1.51  -1.52   4.04   2.12   2.96   4.02   4.40   0.83
199304 -12.10  -9.18 -15.78  -2.85  -2.12  -5.12  -6.41   1.31   3.31  -4.80  -1.94  -2.25   2.38   0.20   3.79   1.72   1.43  -4.69   1.17  -0.14  -2.87  -5.29  -2.73   0.16   0.45  -3.90  -9.25  -6.39  -3.69  -3.23
199305   2.65   3.18   4.77  11.07   2.19   1.44   2.89   3.58   1.69   0.07   1.45   4.17   4.53   2.76   0.47   4.83   5.78   8.68   1.74  -0.05   4.23   6.40   9.05   0.45   2.49   5.27   5.85   7.18   0.43   3.13
199306  -1.81   2.01  -0.27  -1.59  -1.20   1.84 -12.14  -2.99  -4.19  -4.38  -0.53   1.36   1.61   2.86   3.82   1.22   1.95  -8.86  -1.11   3.18   4.64   0.42  -0.53  -1.81  -1.27  -0.12  -3.46  -4.25   3.87  -1.01
199307  -4.48   0.01  -4.59  -1.54   0.82  -2.08  -4.16  -5.94   1.05  -2.95  -0.27  -2.50  -0.05   2.26   2.74   3.44   5.55   6.90   0.47   1.94   2.15  -3.38  -2.91  -2.54   3.82   1.25   0.12   2.25   2.43  -2.75
199308   5.74   2.15  -1.32   7.33   3.37   3.68   2.25   3.13   3.26   8.80   5.15   2.78   7.79   0.34  -0.78   3.32  -8.97   5.94   4.22   3.68   5.47   3.34   7.85   2.36   4.34   4.57   3.69   4.82   3.14   6.38
199309  -2.33  -1.49  -3.80   6.68  -0.96  -1.72  -4.31   0.88  -2.40  -3.29  -1.14  -4.34  -1.87  -0.89   0.70  -0.69  -9.53   6.57   1.37  -0.64  -0.48   4.45  -0.17  -2.66  -1.16  -0.83  -0.34   1.36   2.37  -1.51
199310   8.45   2.13   9.67   2.89   7.23   7.52   6.91   5.94   2.61   2.19   2.73   4.29   3.85   0.88   9.20   0.75   7.50  -0.89  -1.94  -1.96   2.59   2.76   1.25  -0.47   3.26   2.41   4.80   6.63  -3.79  -3.62
199311   0.69  -0.44   5.83  -2.92   0.13   1.43   1.58   1.10   1.16   0.14   3.02   0.32  -2.24   0.43   1.77   1.99  -1.88  -0.17  -5.95  -5.52  -6.04  -1.77   0.08   6.85   1.62  -1.09   1.47  -0.57  -3.82  -0.55
199312  -0.07   4.24  -0.93   0.53   3.65   1.76   0.06   2.45   2.99   0.57   1.54   6.85   3.93   7.02   4.51   6.55  14.02   4.73   0.59   1.61  -0.44   0.98   4.18   3.19   2.16   3.02  -3.83   5.80   2.26   3.05
199401   1.71  -4.93  10.13   4.41  -0.57   2.39   0.58   1.98   7.95  -6.77   3.24  10.44   4.72   3.13   8.58   2.27   1.79  -3.35   4.90  -1.22   2.01   3.87   4.60   6.59   4.69   2.89   0.05   5.64   4.17   5.61
199402  -2.15   1.63  -7.13  -0.82  -2.98  -1.15   2.62  -5.57  -0.89   0.53  -1.78  -3.24   0.84  -1.31  -4.89   1.90  -1.35  -2.08  -2.95  -4.96  -5.53   0.03   1.74  -1.94  -4.53  -0.92   2.84   1.41  -4.04  -3.74
199403  -4.28  -3.17 -10.99  -9.06  -4.51  -5.03  -0.31  -6.68  -3.15  -0.56  -5.74  -5.74  -3.40  -4.28  -6.85  -4.76   2.41  -9.79  -3.56  -3.93  -3.74  -4.83  -3.63  -6.23  -6.00  -5.63  -4.31  -8.32  -3.30  -5.27
199404   0.94   1.83  11.26  -2.90  -1.27   1.61  -1.14   2.30   2.54   2.76  -0.38  -0.98  -1.09  -3.80   0.11  -0.37  -9.88  -0.41   4.18   2.12   1.42   0.61  -2.51  -0.90  -0.32  -0.38   0.23   1.39   2.46   1.77
199405  -0.70  -2.17  -6.79   1.48   1.00   0.94  -1.43   4.43   3.57  -5.41   0.92   3.53  -2.53   3.38  -2.09   3.12   1.92  -1.81   0.93  -5.35   1.66   4.04   0.70   2.86  -2.01   0.40  -2.52  -0.27   4.31  -1.38
199406   0.85  -4.58   3.10  -4.14  -4.00  -3.22  -2.39  -3.75  -2.65  -5.49  -3.34   1.01  -1.99  -5.11  -3.44  -1.98  -4.20   5.54  -2.75  -3.14   0.71  -4.69  -5.04  -1.84  -2.16  -4.24  -1.66  -6.78  -2.61  -0.82
199407   2.40   5.49   5.53   2.20   1.89   2.67   2.22   1.08   4.09  -0.02   4.11   6.76   4.30   7.36   4.27   0.19   1.04  -2.29   3.28   5.17   3.20   0.99   5.11   6.12   1.59   2.13   0.89  -0.48   2.80   2.42
199408   7.45   5.17   9.78   3.67   3.45   6.88   5.66  10.82   6.11   3.83   4.69   5.32   4.40   0.33  -1.82   4.70   4.26   3.77  -0.12   0.66   1.16   8.14   9.17   5.53   1.96   3.62   4.56   4.13   3.55   4.24
199409   0.20   2.49  -2.82  -3.43  -3.04  -1.21  -2.64   1.72  -1.09  -5.80  -2.80   0.44  -3.29  -1.95  -5.49  -5.23   6.29  -1.12  -2.09  -2.78  -1.10   0.32  -0.95   0.63  -6.91  -0.83  -2.55  -3.73  -4.73  -3.52
199410   2.19   3.74  -2.42   0.57   0.94   1.22   2.42   0.91   0.26  -0.33  -0.94  -3.78   3.06   1.29  -1.23   2.03  -8.97  -4.20   7.43   1.57  -0.08   5.82   6.92  -3.23   2.34   0.09   1.18   3.94   0.35   1.20
199411  -2.05   0.87  -1.99  -1.60  -2.46  -2.22  -3.88   0.47  -7.88  -2.92  -4.73  -8.58  -7.35  -5.43  -5.11  -2.94 -10.01  -8.35  -4.82   0.27  -5.45  -3.22  -2.27  -4.47  -4.56  -3.88  -2.48  -5.54  -5.32  -6.02
199412   1.49   1.90  -2.04   2.61   2.59   1.05   1.59   0.58   3.73   2.10   0.91   4.47   1.79   9.25   4.66   5.24   2.87   2.68  -1.03   0.35   0.90   2.03   2.90   3.66  -0.23   1.37  -4.78   1.34   1.36   2.87
199501   2.41   2.84   4.59   6.17   0.24   2.67  -4.13   6.18  -2.72   0.00   1.54  -5.91   0.10   0.50  -6.15   0.13  -6.27  -0.59   0.39   6.22   4.20  -0.93  -0.62  -1.01   3.36   0.79   0.77   6.95   5.63   2.32
199502   1.31   4.87  -1.24   3.97   5.71   3.29   2.07   2.24   5.90   3.58   5.34   3.42   5.32   5.97   4.90   6.16   4.42  -6.35   4.51   0.82   1.51   6.70   6.52   8.22   7.47   5.16   2.16   3.44   4.93   1.12
199503   3.60   2.40   5.91   4.00   1.28   1.98   2.48   2.78   5.63  -4.61   0.60   2.15   5.77  -0.20   1.68   7.46  11.04   6.31   5.28  -1.75   0.28   5.24   4.20   2.69   3.32   2.19   3.89   2.14   1.20   2.95
199504   3.83   3.23  -4.35   1.57  -2.16   3.94  -1.23   3.02   3.11   0.99   2.46   0.02   4.30   3.01   2.51   3.91  -1.87   0.45   2.26   2.38   1.59   3.85   9.28   0.91   2.74   3.11  -3.51   2.22   1.69   1.36
199505   3.14   8.42   3.92   2.38   4.02   2.71   0.61   1.63   3.18   3.98   2.42   1.67   3.13   3.39   5.51   5.47  -1.30   3.37   4.09   6.03   0.63   0.41   3.46   2.02  -0.52   1.96   2.87   3.85   6.21   4.72
199506   2.71  -0.13  -0.92   0.86   2.67  -0.19   3.30   4.49   1.26   1.38   3.72   6.51   3.30  -0.83   1.05   4.92   0.56   3.98  -3.10  -0.46   3.86   7.92  10.11   3.92   4.55   4.30   5.15   2.72   1.73   2.54
199507  -0.59   2.39  -3.47   4.33   3.19  -0.99   7.48   5.39   2.61   3.66   2.81   6.45   7.87   4.07   2.42   6.63   8.06  -1.21   2.31  -0.38   5.15   5.19   8.73   2.02   9.26   3.16   4.03   1.84   4.21   6.16
199508   1.35  -1.63   4.57  -0.16   2.34   0.84   1.01   1.07  -0.43  -1.44   1.05   0.01  -1.27  -0.03   0.29  -1.34  -1.27   4.16  -1.60   0.99   4.32   1.01  -0.13   0.84   0.48  -1.08  -3.52  -3.20   5.17  -2.15
199509   8.04   9.26   2.89  -1.75   2.62   5.39   4.70   7.48   2.90  -2.08   2.39  -4.13  -3.00   6.53  -0.39   5.26   1.23   1.97   1.29   6.29   5.64   2.77   1.21  -0.77   2.75   0.59   3.21   2.77   5.75  -1.56
199510  -0.04   3.93   2.79  -3.24  -3.27   2.80  -3.40   1.11  -5.75  -8.76  -1.34  -5.92  -3.53  -0.51  -5.41  -1.98  -9.80 -13.19  -0.22   1.49  -0.12   3.56   0.06  -2.93  -1.69  -0.75  -8.14   1.19  -1.93  -4.02
199511   3.95   4.86   2.93   2.20   6.65   6.27   0.74   4.99   6.56   6.92   4.67   8.02   5.29   5.56   5.47   8.86  10.47  -0.95   4.79   1.56   2.81   2.65  -1.48   6.71   6.18   3.15   6.89   5.65   6.73   5.51
199512   3.44  -0.80   4.99  -1.73   1.24  -1.80   5.96   5.91   2.11  -2.96   0.32  -0.40  -0.58   6.62   4.59   3.86   2.10   7.45   5.80   5.08   3.94  -1.38  -4.44  -0.27  -1.52   2.24  -1.58   0.07   1.25   0.76
199601   3.42   3.26   1.82   4.69  -0.49   2.64  -2.36   6.04   5.43  -3.89   2.98   3.90   2.04   5.29   3.09   0.66  14.86  -2.34  -0.41   1.86   2.32   1.43   2.16   1.27  -0.13  -0.50  -1.46   6.31   3.93   2.83
199602   1.62   5.61   3.18   1.79   2.33  -0.32   1.87  -1.12   2.76   0.29  -1.37  -0.72   3.82  -0.74   1.75   3.12   2.70   1.82   1.05  -2.63  -2.19   4.26   6.77  -1.05   4.18   3.13   5.53   3.69   2.14   1.52
199603  -3.82   1.90  -7.68   1.08   0.27   1.56  11.49   0.19   5.88   2.67   2.08   5.38   1.75   3.02   5.87   3.75  -0.39   4.53   4.99  -0.52  -1.87   1.57  -4.61   3.09   3.26   2.69   8.25   0.92   0.98   4.97
199604  -0.32  -0.89  -1.60   2.37   2.85   3.89   5.41  -0.61  -0.87   3.46   3.38   1.92   3.74   0.39   2.99   1.14   1.07   0.64   3.43  -2.68   2.70   8.24  10.55   2.70   2.65   5.04   4.36   2.60  -1.06   2.66
199605   5.50   9.69   5.48   2.79   3.49   3.24   8.05   3.94  -0.38   5.77   2.06  -0.11   1.28   6.19   1.38   2.58   2.87  15.73   0.44   1.33   0.05   3.54   4.18   1.38  -0.28   4.12   5.11   0.34   1.42   4.28
199606   2.38   6.54   3.68  -2.59  -0.46   1.36   0.12  -0.23  -2.35   0.98   0.17  -5.60  -4.51   3.15  -5.27   0.95 -11.06   9.35   0.94   5.26   0.42  -0.90  -6.34  -1.30  -1.43  -4.05  -1.08  -0.53   0.64  -1.25
199607  -2.45  -5.78   0.20 -11.81  -7.00  -3.32  -4.33  -6.07  -3.03  -3.60  -5.23  -5.71  -8.18  -4.80  -4.23  -1.20  -2.86  -8.38  -4.60  -5.82  -8.54  -7.47  -7.50  -1.86  -7.15  -7.85  -7.62  -7.44  -2.55  -6.98
199608  -0.40   2.14 -13.18   0.34   3.63   1.69   5.77   4.22   3.72   3.55   3.28   5.78   4.69   1.68   3.20   4.09   3.14   1.16   2.92   2.89  -0.93   3.09   5.08   4.08   3.11   3.80   6.89   3.58   4.17   5.14
199609   8.76   0.73   1.41   7.47   2.32   6.34   7.15   7.33   5.91   0.02   5.40   1.96   6.28   9.97  -0.68   5.18  -3.73  10.33   4.00   0.67   1.53   8.86  10.63   4.55   1.66   4.89   3.29   0.49   5.78   5.08
199610   2.55   0.78   3.31  -1.67   0.47   1.05  -0.25  -0.71   1.48  -1.27   1.39  -0.80  -1.36   5.70   4.90   2.59  -1.26   1.03   5.91   3.61  -0.72  -3.58  -1.26   2.72   2.10   0.12  -1.96  -3.65   5.46   0.41
199611   5.77   2.74  10.74   8.27   5.58   5.40  -0.49   6.67   5.12   0.72   3.43   7.99   8.60   6.99   6.47   4.68   2.39   4.08   5.51   2.61   5.65   6.13  13.98   4.94   6.70   4.77   2.10   3.91   8.45   6.74
199612  -2.17   0.52   9.30  -6.41  -2.10   0.39   2.65  -2.65  -2.08   1.76   2.16  -1.55  -0.95  -2.98  -2.41   4.99  -2.58  11.31   0.78   0.15   2.64  -2.87  -2.39   0.89  -1.36  -0.16  -4.31  -2.98  -1.61  -2.72
199701   2.89  11.36   4.63   3.57   0.75   6.57   6.44   9.52   3.77   5.54   6.45   4.92   5.27   4.29   3.46   1.84  -3.27  12.26   4.34   0.90   2.34   5.79  10.27   0.90   2.38   0.11   0.34   1.76   6.59   7.05
199702   2.79   2.74  12.47  -0.27   2.39   2.87   3.12   0.97   1.11   2.24  -3.45   0.52  -1.80  -0.96   0.23  -1.38  16.68  -3.26  -5.69  -0.55   2.29  -4.96  -8.05   4.57  -1.06  -1.02   5.63  -2.83   3.93  -4.52
199703  -1.20  -6.53 -13.54  -3.23   0.71  -6.06  -5.66  -7.36  -2.18  -2.82  -5.23  -4.58  -2.04  -3.00  -4.05  -1.02 -10.86  -5.40   5.28  -2.76  -7.59  -5.95  -5.22  -4.40  -0.20  -6.64  -0.55   1.37  -6.62  -4.29
199704   3.37  11.37   3.24   2.78  -0.76   8.45  -4.10   6.19   3.27  -3.35   7.39   2.23   4.05   9.97   4.38   1.07  -5.84   6.74   0.05  -1.40   2.54   9.23   6.02   3.68   5.63   0.63   1.72   5.97   6.20   0.93
199705   2.57   6.43   9.98   5.59   7.06   8.15   5.01   6.88   4.54   7.26   6.65   8.15  12.25   9.03   6.08   7.01   7.59  -4.65   7.33   3.78   6.64  10.09  10.20   7.70   6.14   8.78   6.43   0.99   5.83   8.16
